complaint_text,category,urgency
"My order slip is correct, but the item is wrong. It's quite frustrating.",Wrong Item,low
Faced an issue: There are scratches and dents all over the product.,Product Damage,high
"Faced an issue: Every time I reach out, I get a different answer. Kindly look into it soon.",Service Issue,medium
"My order slip is correct, but the item is wrong. It's quite frustrating.",Wrong Item,low
The item is stuck in transit and no one is helping. I need immediate assistance. It's very urgent. It's quite frustrating.,Delivery Delay,medium
My issue hasn’t been resolved for over a month. It's quite frustrating.,Customer Support,low
Faced an issue: I reset my password but still can’t access my account. I need immediate assistance. It's very urgent.,Login Trouble,high
I keep getting logged out every few minutes. It's quite frustrating.,Login Trouble,high
Faced an issue: This is urgent. The app closes automatically after I open it. Please resolve this ASAP.,App Bug,low
I’ve submitted multiple tickets but no one responds. It's quite frustrating.,Customer Support,low
I had to wait for 40 minutes to talk to someone. Kindly look into it soon.,Service Issue,low
This is not the product I paid for. I need immediate assistance. It's very urgent. It's quite frustrating.,Wrong Item,medium
There are unauthorized activities showing up in my account. I need immediate assistance. It's very urgent.,Account Issue,medium
The login page won’t load at all. I need immediate assistance. It's very urgent.,Login Trouble,medium
I was charged twice for the same transaction. Kindly look into it soon. It's quite frustrating.,Payment Issue,low
Having trouble because this is urgent. the system keeps freezing when i try to upload my documents. please resolve this asap.,Technical Issue,high
I’m unable to update my email or phone number.,Account Issue,low
My profile details got changed without my knowledge. I need immediate assistance. It's very urgent.,Account Issue,low
It seems like i waited the whole day but the delivery never happened. i need immediate assistance. it's very urgent.,Delivery Delay,high
My package is marked as shipped but hasn’t arrived for over a week. Kindly look into it soon.,Delivery Delay,medium
There are unauthorized activities showing up in my account. It's quite frustrating.,Account Issue,medium
I’m unable to update my email or phone number. It's quite frustrating.,Account Issue,medium
It seems like i had to wait for 40 minutes to talk to someone. i need immediate assistance. it's very urgent.,Service Issue,high
They keep closing my ticket without a resolution.,Customer Support,low
The app closes automatically after I open it.,App Bug,high
I keep getting logged out every few minutes.,Login Trouble,medium
This is urgent. I waited the whole day but the delivery never happlicationened. Please resolve this ASAP.,Delivery Delay,low
It looks like the product was previously used. I need immediate assistance. It's very urgent. It's quite frustrating.,Product Damage,low
The login page won’t load at all.,Login Trouble,low
I reset my password but still can’t access my account. Kindly look into it soon.,Login Trouble,low
My account was suspended without any notification.,Account Issue,high
Faced an issue: This is urgent. My package is marked as shipped but hasn’t arrived for over a week. Please resolve this ASAP.,Delivery Delay,low
It seems like the representative was rude and unhelpful. kindly look into it soon.,Service Issue,medium
They keep closing my ticket without a resolution.,Customer Support,high
It seems like the system keeps freezing when i try to upload my documents.,Technical Issue,medium
"My card was declined without any reason, even though it's active. Kindly look into it soon.",Payment Issue,high
This is urgent. It looks like the product was previously used. Please resolve this ASAP.,Product Damage,medium
The app layout is broken on my phone. It's quite frustrating.,App Bug,high
My issue hasn’t been resolved for over a month.,Customer Support,medium
Faced an issue: This is urgent. Push notifications are not working properly. Please resolve this ASAP.,App Bug,low
Having trouble because the delivery was promised within 3 days but it's been over a week.,Delivery Delay,medium
This is urgent. The website isn’t responding when I click on certain links. Please resolve this ASAP.,Technical Issue,low
Having trouble because this is urgent. i’ve submitted multiple tickets but no one responds. please resolve this asap.,Customer Support,high
Having trouble because the resolution time is way too long for such a basic issue. i need immediate assistance. it's very urgent.,Service Issue,medium
Having trouble because the item is stuck in transit and no one is helping.,Delivery Delay,high
The representative was rude and unhelpful. Kindly look into it soon. It's quite frustrating.,Service Issue,low
Faced an issue: This is not the product I paid for. I need immediate assistance. It's very urgent.,Wrong Item,medium
Having trouble because my package is marked as shipped but hasn’t arrived for over a week. i need immediate assistance. it's very urgent.,Delivery Delay,medium
